RunID,RunDate,LineID,ProductID,ShiftName,UnitsProduced,DefectUnits,DowntimeMinutes,DefectRatePct
892,2026-06-25,4,3018,Night,2256,38,110.0,1.68
893,2026-04-26,1,3003,Morning,1006,52,69.0,5.17
894,2026-04-09,5,3007,Night,1420,34,49.0,2.39
895,2026-04-28,5,3004,Morning,3755,209,49.0,5.57
896,2026-05-26,1,3013,Morning,4246,69,7.0,1.63
897,2026-05-09,3,3008,Night,3966,141,55.0,3.56
898,2026-06-10,5,3011,Afternoon,1677,57,61.0,3.4
899,2026-05-25,3,3017,Morning,855,43,24.0,5.03
900,2026-05-07,5,3009,Night,966,12,92.0,1.24
901,2026-05-28,5,3013,Morning,2088,114,97.0,5.46
902,2026-06-27,3,3001,Night,2685,91,36.0,3.39
903,2026-05-08,1,3004,Morning,4485,167,109.0,3.72
904,2026-04-14,2,3017,Morning,4514,149,12.0,3.3
905,2026-05-07,2,3016,Morning,212,1,109.0,0.47
906,2026-06-15,3,3012,Afternoon,3596,116,92.0,3.23
907,2026-04-20,3,3007,Morning,1634,31,0.0,1.9
908,2026-06-25,3,3003,Morning,1149,27,78.0,2.35
909,2026-05-23,1,3016,Night,2864,116,37.0,4.05
910,2026-05-25,2,3014,Afternoon,362,11,95.0,3.04
911,2026-04-29,4,3004,Afternoon,1803,18,19.0,1.0
912,2026-06-22,1,3011,Morning,2850,25,0.0,0.88
913,2026-04-04,2,3011,Morning,1505,22,36.0,1.46
914,2026-04-27,5,3009,Morning,3048,47,23.0,1.54
915,2026-05-08,1,3017,Night,2408,92,39.0,3.82
916,2026-05-13,3,3002,Morning,4037,59,72.0,1.46
917,2026-05-13,2,3004,Morning,1071,57,75.0,5.32
918,2026-04-14,1,3001,Night,474,7,66.0,1.48
919,2026-04-21,3,3013,Afternoon,2742,27,22.0,0.98
920,2026-04-09,3,3012,Night,1433,76,24.0,5.3
921,2026-05-22,1,3018,Afternoon,3592,76,110.0,2.12
922,2026-05-02,1,3010,Night,647,18,30.0,2.78
923,2026-05-21,1,3002,Night,2961,170,12.0,5.74
924,2026-05-24,4,3008,Afternoon,4951,281,54.0,5.68
925,2026-06-03,5,3001,Night,646,28,0.0,4.33
926,2026-05-20,1,3012,Afternoon,1648,14,41.0,0.85
927,2026-05-29,2,3012,Night,4253,160,102.0,3.76
928,2026-05-23,2,3016,Afternoon,2761,164,32.0,5.94
929,2026-05-29,2,3006,Night,1039,59,84.0,5.68
930,2026-05-26,2,3005,Afternoon,1223,13,58.0,1.06
931,2026-04-29,1,3001,Afternoon,3871,103,42.0,2.66
932,2026-04-23,3,3007,Afternoon,4332,96,79.0,2.22
933,2026-06-10,2,3009,Night,1930,23,71.0,1.19
934,2026-05-01,2,3014,Night,2474,106,38.0,4.28
935,2026-05-20,2,3014,Night,3957,79,26.0,2.0
936,2026-04-18,5,3002,Night,1049,25,110.0,2.38
937,2026-05-09,4,3005,Morning,1190,11,20.0,0.92
938,2026-05-18,3,3009,Night,3917,126,115.0,3.22
939,2026-05-27,2,3006,Night,1095,15,56.0,1.37
940,2026-05-18,5,3000,Morning,3899,112,119.0,2.87
941,2026-05-03,5,3016,Night,2585,33,42.0,1.28
942,2026-06-26,1,3013,Afternoon,4952,284,67.0,5.74
943,2026-05-17,5,3009,Morning,358,4,73.0,1.12
944,2026-06-12,4,3006,Morning,4740,159,40.0,3.35
945,2026-06-06,1,3016,Afternoon,1281,20,26.0,1.56
946,2026-05-21,4,3000,Morning,368,3,62.0,0.82
947,2026-06-19,1,3008,Night,3675,59,79.0,1.61
948,2026-04-12,1,3015,Night,2756,22,31.0,0.8
949,2026-06-22,1,3018,Night,4219,53,92.0,1.26
950,2026-06-16,3,3004,Afternoon,720,23,76.0,3.19
951,2026-05-16,4,3012,Afternoon,587,23,19.0,3.92
952,2026-06-06,3,3003,Night,2922,28,112.0,0.96
953,2026-05-17,1,3002,Night,4433,129,5.0,2.91
954,2026-04-25,1,3006,Morning,2147,79,78.0,3.68
955,2026-06-11,5,3016,Afternoon,4028,72,52.0,1.79
956,2026-04-23,5,3013,Night,4549,115,78.0,2.53
957,2026-04-29,4,3009,Night,4374,39,92.0,0.89
958,2026-05-17,1,3005,Night,2641,45,82.0,1.7
959,2026-06-15,5,3002,Morning,3552,108,78.0,3.04
960,2026-05-05,4,3005,Afternoon,2723,161,100.0,5.91
961,2026-05-15,3,3002,Morning,3435,205,84.0,5.97
962,2026-04-04,1,3003,Night,2922,172,97.0,5.89
963,2026-04-11,5,3013,Afternoon,2720,76,48.0,2.79
964,2026-04-06,3,3002,Morning,2296,21,24.0,0.91
965,2026-04-07,1,3000,Morning,3333,75,28.0,2.25
966,2026-06-18,2,3010,Night,3805,68,73.0,1.79
967,2026-06-15,3,3005,Night,4611,26,63.0,0.56
968,2026-06-13,1,3008,Night,3143,32,9.0,1.02
969,2026-04-06,2,3002,Night,682,20,24.0,2.93
970,2026-04-07,3,3003,Night,3019,71,116.0,2.35
971,2026-04-26,5,3008,Night,1715,25,87.0,1.46
972,2026-05-21,1,3013,Night,328,14,90.0,4.27
973,2026-05-01,3,3007,Night,547,13,23.0,2.38
974,2026-05-14,5,3010,Afternoon,3038,157,7.0,5.17
975,2026-04-16,5,3009,Night,4735,86,34.0,1.82
976,2026-06-05,5,3005,Night,2626,90,102.0,3.43
977,2026-04-29,1,3005,Morning,2337,35,60.0,1.5
978,2026-04-06,5,3008,Night,625,20,94.0,3.2
979,2026-06-06,5,3000,Afternoon,3441,46,58.0,1.34
980,2026-06-21,2,3013,Morning,466,6,58.0,1.29
981,2026-04-02,3,3011,Morning,4237,163,72.0,3.85
982,2026-05-10,3,3005,Morning,4118,80,115.0,1.94
983,2026-06-14,3,3007,Night,4956,71,52.0,1.43
984,2026-06-03,2,3006,Night,1564,87,71.0,5.56
985,2026-06-17,5,3012,Morning,976,7,110.0,0.72
986,2026-05-08,5,3014,Afternoon,1637,59,44.0,3.6
987,2026-05-04,2,3002,Afternoon,4037,141,100.0,3.49
988,2026-06-03,5,3007,Afternoon,1250,23,64.0,1.84
989,2026-04-14,2,3000,Afternoon,4459,133,105.0,2.98
990,2026-04-22,4,3008,Night,940,9,56.0,0.96
991,2026-05-25,3,3004,Afternoon,434,19,75.0,4.38
992,2026-05-31,3,3006,Afternoon,1252,21,38.0,1.68
993,2026-04-11,1,3008,Afternoon,3819,59,76.0,1.54
994,2026-05-16,4,3006,Afternoon,3090,68,39.0,2.2
995,2026-05-03,2,3007,Night,1902,103,73.0,5.42
996,2026-05-16,2,3014,Afternoon,3348,163,94.0,4.87
997,2026-06-26,1,3015,Night,3313,189,52.0,5.7
998,2026-04-07,5,3000,Afternoon,2862,116,51.0,4.05
999,2026-06-29,1,3007,Night,2667,110,38.0,4.12
1000,2026-05-11,4,3016,Night,687,21,87.0,3.06
1001,2026-06-09,5,3010,Night,1446,79,71.0,5.46
1002,2026-05-09,1,3003,Afternoon,2732,90,61.0,3.29
1003,2026-04-28,3,3011,Afternoon,849,20,3.0,2.36
1004,2026-06-09,3,3002,Afternoon,2484,99,13.0,3.99
1005,2026-06-01,2,3000,Afternoon,761,26,0.0,3.42
1006,2026-04-13,4,3012,Night,3978,47,102.0,1.18
1007,2026-06-03,3,3009,Night,695,18,102.0,2.59
1008,2026-06-07,3,3014,Night,644,14,8.0,2.17
1009,2026-05-05,3,3006,Night,3261,168,5.0,5.15
1010,2026-06-23,5,3016,Night,1258,32,93.0,2.54
1011,2026-05-28,4,3008,Afternoon,1886,94,62.0,4.98
1012,2026-05-01,2,3014,Morning,1708,50,37.0,2.93
1013,2026-04-01,5,3001,Afternoon,1239,57,73.0,4.6
1014,2026-05-31,5,3001,Night,3856,47,28.0,1.22
1015,2026-04-19,5,3014,Night,3521,196,23.0,5.57
1016,2026-06-08,4,3015,Afternoon,1346,42,44.0,3.12
1017,2026-05-18,2,3017,Night,3496,67,107.0,1.92
1018,2026-05-13,4,3006,Morning,3624,66,92.0,1.82
1019,2026-04-15,2,3000,Afternoon,2788,54,22.0,1.94
1020,2026-06-04,2,3018,Night,2976,74,67.0,2.49
1021,2026-04-15,3,3011,Afternoon,4687,208,106.0,4.44
1022,2026-05-08,5,3004,Night,2378,136,114.0,5.72
1023,2026-06-15,3,3014,Afternoon,2049,85,91.0,4.15
1024,2026-06-22,2,3017,Afternoon,2787,97,15.0,3.48
1025,2026-06-29,3,3005,Afternoon,4212,124,28.0,2.94
1026,2026-06-26,2,3014,Night,3606,182,26.0,5.05
1027,2026-05-21,4,3014,Morning,560,28,18.0,5.0
1028,2026-04-19,2,3009,Morning,2404,50,21.0,2.08
1029,2026-06-15,3,3012,Afternoon,3751,215,37.0,5.73
1030,2026-06-12,2,3005,Morning,1274,34,66.0,2.67
1031,2026-06-29,2,3017,Afternoon,4944,242,47.0,4.89
1032,2026-05-29,5,3018,Afternoon,4078,237,50.0,5.81
1033,2026-04-13,2,3018,Morning,4263,186,29.0,4.36
1034,2026-05-16,1,3014,Afternoon,592,8,18.0,1.35
1035,2026-05-11,2,3000,Afternoon,2982,111,119.0,3.72
1036,2026-06-15,3,3006,Night,2733,31,71.0,1.13
1037,2026-05-06,1,3008,Morning,3208,155,27.0,4.83
1038,2026-04-30,2,3018,Night,4281,87,97.0,2.03
1039,2026-04-08,1,3010,Afternoon,1895,81,99.0,4.27
1040,2026-06-15,3,3010,Night,2763,152,116.0,5.5
1041,2026-06-07,4,3002,Morning,3461,51,19.0,1.47
1042,2026-04-04,5,3015,Morning,3815,101,76.0,2.65
1043,2026-05-10,2,3006,Afternoon,3897,158,117.0,4.05
1044,2026-05-14,5,3001,Afternoon,1817,51,96.0,2.81
1045,2026-05-13,2,3018,Afternoon,4991,72,27.0,1.44
1046,2026-06-22,4,3003,Morning,246,1,107.0,0.41
1047,2026-04-14,3,3000,Afternoon,2563,70,50.0,2.73
1048,2026-04-28,4,3001,Night,3122,127,58.0,4.07
1049,2026-04-17,4,3008,Night,494,18,67.0,3.64
1050,2026-04-22,3,3001,Morning,2365,32,92.0,1.35
1051,2026-06-21,2,3016,Afternoon,3060,91,14.0,2.97
1052,2026-06-24,3,3009,Afternoon,3116,78,64.0,2.5
1053,2026-04-05,5,3006,Afternoon,771,15,98.0,1.95
1054,2026-05-27,5,3000,Night,1532,69,65.0,4.5
1055,2026-04-21,5,3009,Afternoon,1374,30,32.0,2.18
1056,2026-04-18,1,3002,Night,3271,113,6.0,3.45
1057,2026-04-27,3,3018,Night,1778,99,65.0,5.57
1058,2026-04-18,1,3005,Morning,2942,101,84.0,3.43
1059,2026-05-15,4,3009,Night,3708,144,65.0,3.88
1060,2026-06-29,5,3000,Morning,4026,36,117.0,0.89
1061,2026-05-23,1,3002,Afternoon,1082,16,72.0,1.48
1062,2026-06-05,4,3003,Afternoon,4536,47,60.0,1.04
1063,2026-05-15,5,3000,Afternoon,995,46,6.0,4.62
1064,2026-04-02,5,3013,Afternoon,305,15,67.0,4.92
1065,2026-04-08,2,3017,Morning,415,6,20.0,1.45
1066,2026-04-25,1,3018,Morning,1164,19,86.0,1.63
1067,2026-04-22,5,3005,Night,4391,100,19.0,2.28
1068,2026-06-15,5,3014,Night,1197,44,108.0,3.68
1069,2026-06-15,3,3009,Night,3528,138,36.0,3.91
1070,2026-06-16,5,3000,Afternoon,2208,94,52.0,4.26
1071,2026-05-28,1,3001,Night,391,21,17.0,5.37
1072,2026-05-21,4,3010,Afternoon,2331,49,25.0,2.1
1073,2026-05-29,1,3008,Morning,335,13,110.0,3.88
1074,2026-05-07,5,3000,Morning,2485,88,34.0,3.54
1075,2026-05-31,4,3017,Morning,2881,62,61.0,2.15
1076,2026-06-11,5,3013,Afternoon,2702,148,117.0,5.48
1077,2026-06-08,3,3009,Night,1556,15,74.0,0.96
1078,2026-05-26,1,3018,Morning,3879,171,4.0,4.41
1079,2026-04-06,1,3018,Afternoon,3064,137,42.0,4.47
1080,2026-06-05,2,3018,Morning,1422,78,46.0,5.49
1081,2026-05-03,4,3004,Afternoon,2286,76,33.0,3.32
1082,2026-06-06,1,3016,Afternoon,720,16,0.0,2.22
1083,2026-05-19,5,3009,Morning,4631,233,60.0,5.03
1084,2026-06-19,2,3013,Afternoon,3814,180,45.0,4.72
1085,2026-05-01,3,3016,Morning,1581,51,35.0,3.23
1086,2026-06-23,2,3003,Night,3439,162,49.0,4.71
1087,2026-06-16,3,3008,Night,3459,68,41.0,1.97
1088,2026-04-30,3,3002,Night,3126,116,27.0,3.71
1089,2026-05-14,1,3005,Night,459,24,54.0,5.23
1090,2026-05-18,3,3007,Morning,4416,99,113.0,2.24
1091,2026-06-09,4,3016,Night,4788,151,60.0,3.15
1092,2026-06-02,5,3016,Morning,4875,279,71.0,5.72
1093,2026-06-16,2,3007,Night,4907,239,118.0,4.87
1094,2026-05-04,5,3006,Night,4658,250,73.0,5.37
1095,2026-05-16,5,3010,Night,3747,98,26.0,2.62
1096,2026-05-09,5,3017,Night,473,28,47.0,5.92
1097,2026-06-21,2,3018,Night,2433,32,58.0,1.32
1098,2026-04-28,5,3004,Night,1376,46,56.0,3.34
1099,2026-05-23,3,3003,Morning,1255,39,17.0,3.11
1100,2026-04-11,1,3013,Morning,4186,204,12.0,4.87
1101,2026-06-16,2,3005,Night,4100,225,41.0,5.49
1102,2026-05-05,4,3003,Morning,2705,122,109.0,4.51
1103,2026-05-01,1,3000,Afternoon,3734,147,86.0,3.94
1104,2026-05-23,3,3007,Morning,820,23,101.0,2.8
1105,2026-05-15,4,3007,Afternoon,1265,41,20.0,3.24
1106,2026-06-16,1,3010,Night,4330,142,49.0,3.28
1107,2026-05-18,3,3003,Night,2365,14,69.0,0.59
1108,2026-05-17,2,3013,Afternoon,2823,92,52.0,3.26
1109,2026-04-10,3,3012,Afternoon,2421,126,50.0,5.2
1110,2026-04-02,2,3008,Afternoon,1170,51,0.0,4.36
1111,2026-05-06,5,3003,Afternoon,4166,203,6.0,4.87
1112,2026-06-29,1,3009,Afternoon,3839,101,102.0,2.63
1113,2026-06-22,5,3012,Night,3482,118,111.0,3.39
1114,2026-05-27,4,3007,Morning,1895,12,9.0,0.63
1115,2026-05-27,5,3005,Afternoon,3287,85,49.0,2.59
1116,2026-05-06,5,3009,Afternoon,4775,148,62.0,3.1
1117,2026-04-16,1,3006,Afternoon,3319,63,94.0,1.9
1118,2026-04-01,5,3007,Morning,2572,17,118.0,0.66
1119,2026-05-01,3,3006,Morning,1498,64,49.0,4.27
1120,2026-04-29,5,3005,Afternoon,2709,78,89.0,2.88
1121,2026-04-18,5,3013,Night,1984,55,112.0,2.77
1122,2026-04-24,3,3008,Night,3134,58,99.0,1.85
1123,2026-04-03,2,3008,Night,419,14,34.0,3.34
1124,2026-05-25,1,3012,Night,1112,32,98.0,2.88
1125,2026-06-23,1,3006,Afternoon,3977,123,49.0,3.09
1126,2026-06-02,2,3001,Morning,2027,74,0.0,3.65
1127,2026-05-11,5,3016,Afternoon,2278,12,91.0,0.53
1128,2026-05-08,3,3001,Night,2810,154,100.0,5.48
1129,2026-04-28,3,3010,Afternoon,2303,20,41.0,0.87
1130,2026-04-13,2,3005,Night,3841,114,54.0,2.97
1131,2026-05-24,3,3004,Morning,1377,22,43.0,1.6
1132,2026-05-21,4,3000,Morning,3840,129,14.0,3.36
1133,2026-04-01,5,3017,Morning,1205,24,119.0,1.99
1134,2026-05-08,4,3008,Morning,1978,103,2.0,5.21
1135,2026-04-26,4,3006,Afternoon,3021,80,66.0,2.65
1136,2026-04-16,5,3014,Afternoon,4452,178,1.0,4.0
1137,2026-06-03,3,3000,Afternoon,1316,24,82.0,1.82
1138,2026-05-18,5,3010,Morning,3019,18,108.0,0.6
1139,2026-05-28,2,3009,Afternoon,508,13,77.0,2.56
1140,2026-06-04,1,3010,Morning,562,19,72.0,3.38
1141,2026-06-28,3,3002,Afternoon,3884,117,99.0,3.01
1142,2026-06-12,1,3018,Morning,3651,211,116.0,5.78
1143,2026-05-26,1,3004,Morning,2007,88,103.0,4.38
1144,2026-06-19,5,3012,Morning,3190,190,27.0,5.96
1145,2026-05-13,4,3014,Morning,2025,42,67.0,2.07
1146,2026-06-28,2,3006,Afternoon,1530,74,98.0,4.84
1147,2026-06-08,5,3002,Afternoon,2270,80,35.0,3.52
1148,2026-05-29,1,3005,Afternoon,1696,65,81.0,3.83
1149,2026-06-21,2,3015,Afternoon,4112,243,2.0,5.91
1150,2026-05-17,4,3017,Morning,2176,89,105.0,4.09
1151,2026-06-04,2,3017,Morning,1740,94,73.0,5.4
1152,2026-04-26,4,3004,Night,2773,124,89.0,4.47
1153,2026-06-26,5,3011,Night,3838,46,99.0,1.2
1154,2026-05-27,1,3002,Morning,1513,65,26.0,4.3
1155,2026-06-10,1,3013,Morning,4709,148,54.0,3.14
1156,2026-05-12,5,3007,Morning,2424,134,103.0,5.53
1157,2026-06-18,3,3013,Morning,3372,166,19.0,4.92
1158,2026-04-07,3,3013,Morning,4794,51,98.0,1.06
1159,2026-04-11,3,3018,Afternoon,2272,28,34.0,1.23
1160,2026-05-16,3,3009,Night,1159,10,69.0,0.86
1161,2026-06-05,4,3006,Night,3789,121,61.0,3.19
1162,2026-06-12,3,3010,Night,231,2,82.0,0.87
1163,2026-05-10,1,3003,Afternoon,2397,107,100.0,4.46
1164,2026-05-29,4,3002,Afternoon,4903,173,41.0,3.53
1165,2026-05-20,4,3009,Afternoon,2189,111,20.0,5.07
1166,2026-06-26,1,3015,Morning,3483,71,50.0,2.04
1167,2026-05-29,2,3010,Afternoon,2721,91,0.0,3.34
1168,2026-05-08,4,3014,Morning,1230,14,90.0,1.14
1169,2026-06-27,4,3003,Afternoon,1725,92,90.0,5.33
1170,2026-04-10,1,3008,Morning,2712,39,40.0,1.44
1171,2026-06-28,1,3011,Night,700,7,112.0,1.0
1172,2026-04-14,3,3006,Night,2191,35,0.0,1.6
1173,2026-04-26,3,3000,Night,2191,108,14.0,4.93
1174,2026-06-13,5,3001,Morning,4207,45,2.0,1.07
1175,2026-06-06,3,3017,Morning,794,30,111.0,3.78
1176,2026-06-27,5,3011,Night,4244,195,21.0,4.59
1177,2026-06-07,2,3005,Night,2170,100,72.0,4.61
1178,2026-05-28,3,3004,Afternoon,3326,51,97.0,1.53
1179,2026-05-02,1,3000,Morning,2873,24,92.0,0.84
1180,2026-04-01,3,3017,Afternoon,1638,48,113.0,2.93
1181,2026-04-12,1,3002,Afternoon,4667,75,6.0,1.61
1182,2026-04-27,3,3014,Night,1277,55,48.0,4.31
1183,2026-04-04,2,3004,Afternoon,373,9,60.0,2.41
1184,2026-05-16,1,3006,Morning,3800,112,83.0,2.95
1185,2026-06-09,1,3005,Night,3183,35,74.0,1.1
1186,2026-06-26,3,3015,Night,4474,162,67.0,3.62
1187,2026-05-15,5,3000,Morning,2397,36,36.0,1.5
1188,2026-06-18,1,3006,Morning,280,11,12.0,3.93
1189,2026-06-28,3,3005,Morning,297,2,51.0,0.67
1190,2026-06-17,2,3005,Night,2279,133,31.0,5.84
1191,2026-05-12,5,3003,Afternoon,1397,59,66.0,4.22
1192,2026-04-30,3,3017,Afternoon,4626,69,95.0,1.49
1193,2026-06-28,5,3007,Night,768,4,66.0,0.52
1194,2026-04-22,2,3007,Morning,4427,103,69.0,2.33
1195,2026-05-08,1,3007,Morning,1240,16,5.0,1.29
1196,2026-04-07,3,3018,Night,773,13,77.0,1.68
1197,2026-06-11,4,3006,Afternoon,1517,80,52.0,5.27
1198,2026-05-29,5,3006,Morning,891,34,14.0,3.82
1199,2026-04-08,5,3006,Night,2126,31,25.0,1.46
1200,2026-04-20,5,3006,Morning,1786,63,93.0,3.53
1201,2026-05-20,4,3001,Night,2739,52,110.0,1.9
1202,2026-05-19,2,3011,Night,2777,162,60.0,5.83
1203,2026-06-12,3,3000,Night,204,1,117.0,0.49
1204,2026-04-24,1,3004,Afternoon,799,36,21.0,4.51
1205,2026-06-23,3,3003,Morning,976,46,35.0,4.71
1206,2026-05-11,2,3005,Night,1134,9,111.0,0.79
1207,2026-06-14,1,3014,Afternoon,649,9,21.0,1.39
1208,2026-04-22,2,3011,Afternoon,1710,44,79.0,2.57
1209,2026-04-04,3,3018,Morning,2838,149,26.0,5.25
1210,2026-04-05,2,3006,Afternoon,1682,58,39.0,3.45
1211,2026-05-04,5,3017,Afternoon,1779,73,57.0,4.1
1212,2026-06-25,3,3000,Morning,2453,117,43.0,4.77
1213,2026-04-05,5,3009,Night,2832,143,104.0,5.05
1214,2026-05-04,4,3015,Morning,1788,55,116.0,3.08
1215,2026-04-10,1,3010,Night,1264,41,60.0,3.24
1216,2026-06-23,2,3017,Night,2165,96,63.0,4.43
1217,2026-05-31,4,3005,Afternoon,316,6,6.0,1.9
1218,2026-06-08,3,3000,Morning,2564,133,28.0,5.19
1219,2026-06-04,2,3014,Afternoon,4718,28,4.0,0.59
1220,2026-05-30,3,3001,Afternoon,2110,33,102.0,1.56
1221,2026-06-09,5,3014,Afternoon,719,35,27.0,4.87
1222,2026-04-01,2,3013,Morning,3593,85,40.0,2.37
1223,2026-06-17,1,3016,Afternoon,808,10,101.0,1.24
1224,2026-06-06,2,3009,Morning,1129,17,85.0,1.51
1225,2026-06-06,5,3017,Afternoon,903,30,74.0,3.32
1226,2026-05-06,4,3003,Afternoon,4441,228,4.0,5.13
1227,2026-06-12,5,3008,Afternoon,4910,43,67.0,0.88
1228,2026-05-05,5,3002,Night,2934,19,67.0,0.65
1229,2026-04-05,1,3014,Night,3164,96,38.0,3.03
1230,2026-06-21,2,3013,Night,3298,189,89.0,5.73
1231,2026-04-22,1,3015,Night,3129,63,111.0,2.01
1232,2026-04-10,1,3014,Night,2811,162,31.0,5.76
1233,2026-05-26,5,3005,Morning,4936,265,39.0,5.37
1234,2026-04-22,5,3001,Morning,3719,76,38.0,2.04
1235,2026-06-17,1,3017,Afternoon,624,31,100.0,4.97
1236,2026-05-10,4,3009,Afternoon,2081,88,9.0,4.23
1237,2026-04-01,3,3001,Night,4877,161,107.0,3.3
1238,2026-06-25,1,3017,Morning,2137,60,93.0,2.81
1239,2026-05-17,5,3018,Morning,1179,58,58.0,4.92
1240,2026-04-24,5,3008,Night,4368,212,70.0,4.85
1241,2026-05-31,3,3014,Night,3190,148,107.0,4.64
1242,2026-05-18,4,3000,Morning,2900,173,92.0,5.97
1243,2026-04-03,2,3001,Morning,2216,69,33.0,3.11
1244,2026-06-08,4,3005,Afternoon,796,39,6.0,4.9
1245,2026-05-07,3,3012,Afternoon,2042,107,79.0,5.24
1246,2026-06-02,5,3002,Morning,2299,38,17.0,1.65
1247,2026-06-20,1,3000,Afternoon,4669,34,10.0,0.73
1248,2026-05-25,1,3012,Night,1674,45,117.0,2.69
1249,2026-05-31,5,3014,Night,916,47,56.0,5.13
1250,2026-04-23,2,3014,Night,2252,47,78.0,2.09
1251,2026-04-22,2,3015,Afternoon,4985,216,26.0,4.33
1252,2026-05-08,4,3015,Night,2514,13,12.0,0.52
1253,2026-06-16,1,3011,Morning,2019,49,7.0,2.43
1254,2026-05-18,3,3009,Morning,3401,132,42.0,3.88
1255,2026-05-02,2,3016,Morning,3314,40,0.0,1.21
1256,2026-06-10,1,3006,Night,1636,88,50.0,5.38
1257,2026-06-16,5,3001,Afternoon,4845,65,38.0,1.34
1258,2026-06-21,1,3014,Morning,3046,167,63.0,5.48
1259,2026-04-27,1,3005,Night,476,8,70.0,1.68
1260,2026-06-03,4,3018,Morning,2156,128,37.0,5.94
1261,2026-05-24,5,3007,Afternoon,4629,177,54.0,3.82
1262,2026-05-11,1,3016,Morning,2088,20,9.0,0.96
1263,2026-05-06,4,3000,Morning,2925,25,36.0,0.85
1264,2026-04-11,3,3012,Morning,3140,28,117.0,0.89
1265,2026-04-25,5,3008,Morning,3581,134,118.0,3.74
1266,2026-05-20,1,3008,Afternoon,4387,217,58.0,4.95
1267,2026-06-19,5,3005,Morning,916,24,112.0,2.62
1268,2026-06-17,4,3018,Morning,2680,78,60.0,2.91
1269,2026-04-17,5,3007,Afternoon,2760,103,15.0,3.73
1270,2026-06-01,2,3016,Afternoon,931,31,104.0,3.33
1271,2026-04-08,5,3008,Afternoon,3432,147,49.0,4.28
1272,2026-05-31,4,3000,Afternoon,767,23,73.0,3.0
1273,2026-05-01,1,3016,Night,2389,105,77.0,4.4
1274,2026-05-11,5,3003,Night,1785,106,36.0,5.94
1275,2026-06-04,4,3005,Morning,943,22,88.0,2.33
1276,2026-05-09,2,3016,Night,4147,23,60.0,0.55
1277,2026-06-12,3,3016,Afternoon,1371,16,43.0,1.17
1278,2026-05-19,2,3017,Afternoon,1425,50,35.0,3.51
1279,2026-06-29,3,3008,Night,4301,102,89.0,2.37
1280,2026-05-28,5,3014,Morning,4411,250,29.0,5.67
1281,2026-04-27,5,3006,Afternoon,365,14,0.0,3.84
1282,2026-06-09,2,3014,Night,1533,51,105.0,3.33
1283,2026-05-07,5,3009,Night,3602,176,39.0,4.89
1284,2026-05-19,3,3000,Morning,3935,75,76.0,1.91
1285,2026-04-13,4,3007,Afternoon,4997,250,85.0,5.0
1286,2026-04-11,4,3008,Morning,2862,14,100.0,0.49
1287,2026-05-22,3,3004,Morning,235,9,75.0,3.83
1288,2026-04-17,3,3007,Morning,4393,247,84.0,5.62
1289,2026-06-29,3,3009,Afternoon,973,47,100.0,4.83
1290,2026-06-17,5,3000,Night,779,40,113.0,5.13
1291,2026-06-03,2,3002,Afternoon,3435,92,5.0,2.68
1292,2026-06-06,2,3014,Afternoon,3098,155,89.0,5.0
1293,2026-05-24,2,3006,Night,487,17,20.0,3.49
1294,2026-04-06,1,3011,Afternoon,1012,39,106.0,3.85
1295,2026-05-06,2,3010,Night,3030,24,5.0,0.79
1296,2026-05-15,1,3010,Afternoon,1425,22,29.0,1.54
1297,2026-06-22,1,3007,Morning,3483,122,23.0,3.5
1298,2026-04-20,4,3009,Afternoon,2176,17,72.0,0.78
1299,2026-05-15,1,3015,Afternoon,3023,138,0.0,4.57
1300,2026-05-01,3,3018,Afternoon,2479,126,2.0,5.08
1301,2026-04-13,4,3004,Night,1952,108,60.0,5.53
1302,2026-04-10,4,3012,Morning,1843,19,116.0,1.03
1303,2026-05-03,3,3018,Afternoon,3546,201,63.0,5.67
1304,2026-04-08,1,3000,Afternoon,2669,23,53.0,0.86
1305,2026-04-07,5,3014,Morning,3052,94,78.0,3.08
1306,2026-05-02,5,3009,Afternoon,2971,152,66.0,5.12
1307,2026-04-19,4,3018,Night,1196,10,46.0,0.84
1308,2026-05-20,1,3010,Afternoon,4583,27,70.0,0.59
1309,2026-04-02,1,3015,Morning,2903,18,0.0,0.62
1310,2026-04-28,2,3003,Morning,3646,120,29.0,3.29
1311,2026-05-11,1,3002,Afternoon,4433,220,80.0,4.96
1312,2026-06-26,5,3017,Night,4638,55,40.0,1.19
1313,2026-05-28,2,3010,Morning,3400,40,6.0,1.18
1314,2026-06-19,2,3010,Morning,3978,144,14.0,3.62
1315,2026-05-01,5,3003,Night,2464,44,103.0,1.79
1316,2026-05-11,5,3004,Morning,3741,168,39.0,4.49
1317,2026-05-08,2,3015,Morning,1743,99,2.0,5.68
1318,2026-06-19,2,3005,Morning,3616,170,87.0,4.7
1319,2026-06-26,3,3011,Night,612,32,63.0,5.23
1320,2026-06-26,4,3006,Afternoon,4588,154,54.0,3.36
1321,2026-06-07,5,3005,Morning,1374,69,107.0,5.02
1322,2026-05-16,5,3003,Morning,3351,50,37.0,1.49
1323,2026-05-19,5,3017,Night,253,2,68.0,0.79
1324,2026-06-28,1,3017,Night,947,38,89.0,4.01
1325,2026-04-26,2,3002,Morning,4935,38,73.0,0.77
1326,2026-05-02,3,3006,Morning,4200,227,24.0,5.4
1327,2026-06-20,1,3010,Morning,1267,54,81.0,4.26
